"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Effect.size.code","Experiment.code","Trait.category","Trait","Sex","Rearing.temperature","es","v","diff","reftemp","treattemp"
"2340","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236_1","TEMP2236A","Reproduction","Eggs per female/male pair","Both sexes",NA,0,0,0,26,26
"2341","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236_2","TEMP2236A","Longevity","Longevity of adults in days","Both sexes",NA,0,0,0,26,26
"2344","Good","TEMP2241",1935,37,"16A","Ydergaard et al",1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici","10.1046/j.1570-7458.1997.00248.x","Hypoaspis miles","Laelapidae","Arachnida","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2241_1","TEMP2241A","Longevity","Longevity of adults in days","Female",20,-1.13105242476261,0.0769347000016191,5,20,25
"2345","Good","TEMP2241",1935,37,"16A","Ydergaard et al",1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici","10.1046/j.1570-7458.1997.00248.x","Hypoaspis miles","Laelapidae","Arachnida","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2241_3","TEMP2241A","Reproduction","Eggs per female/per day","Both sexes",20,0.456121505558478,0.0681541036104024,5,20,25
"2348","Good","TEMP2246",1939,37,"22B","Yin et al",2016,"The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae)","10.3389/fphys.2016.00401","Saccharosydne procerus","Delphacidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2246_2","TEMP2246A","Longevity","Longevity in days","Female",26,-0.164095048678101,0.0200673179625017,4,26,30
"2349","Good","TEMP2246",1939,37,"22B","Yin et al",2016,"The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae)","10.3389/fphys.2016.00401","Saccharosydne procerus","Delphacidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2246_3","TEMP2246A","Reproduction","Total number of eggs","Both sexes",26,0.885915089727842,0.0219621138655187,4,26,30
"2350","Good","TEMP2246",1939,37,"22B","Yin et al",2016,"The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae)","10.3389/fphys.2016.00401","Saccharosydne procerus","Delphacidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2246_5","TEMP2246B","Longevity","Longevity in days","Female",26,-6.80213551481875,0.135672618904896,4,26,30
"2351","Good","TEMP2246",1939,37,"22B","Yin et al",2016,"The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae)","10.3389/fphys.2016.00401","Saccharosydne procerus","Delphacidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2246_6","TEMP2246B","Reproduction","Total number of eggs","Both sexes",26,-2.04253627763767,0.0304298861136649,4,26,30
"2352","Good","TEMP226",264,4,"3A","Bonato 1999",1999,"The effect of temperature on life history parameters of Tetranychus evansi (Acari : Tetranychidae","10.1023/A:1006144610009","Tetranychus evansi","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP226_1","TEMP226A","Longevity","Longevity in days","Female",28,-0.371787036563581,0.0702340090957258,5,26,31
"2353","Good","TEMP226",264,4,"3A","Bonato 1999",1999,"The effect of temperature on life history parameters of Tetranychus evansi (Acari : Tetranychidae","10.1023/A:1006144610009","Tetranychus evansi","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP226_2","TEMP226A","Reproduction","Fecundity - Total eggs per female","Female",28,0.169033854194017,0.0693497094449754,5,26,31
"2354","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262_1","TEMP2262A","Longevity","Adult lifespan","Female",24,0.467461931778962,0.102731508220781,-5,24,19
"2355","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262_2","TEMP2262A","Reproduction","Total progeny per female (eggs)","Both sexes",24,-1.4098460509456,0.124845823592086,-5,24,19
"2360","Good","TEMP2288",1973,38,"25C","Zhang, L.-H.et al. Â©",2020,"Effects of cold storage on the fitness of Tamarixia radiata, a dominant parasitoid of Asian citrus psyllid Diaphorina citri","10.1016/j.cropro.2019.104988","Tamarixia radiata","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Mix","Pupae","Yes","Constant","No","TEMP2288_1","TEMP2288A","Reproduction","eggs per female","Female",26,-5.66825335624406,0.156807967625528,-20,26,6
"2361","Good","TEMP2288",1973,38,"25C","Zhang, L.-H.et al. Â©",2020,"Effects of cold storage on the fitness of Tamarixia radiata, a dominant parasitoid of Asian citrus psyllid Diaphorina citri","10.1016/j.cropro.2019.104988","Tamarixia radiata","Eulophidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Mix","Pupae","Yes","Constant","No","TEMP2288_2","TEMP2288B","Longevity","female longevity","Female",26,-8.42507539352886,0.987273692333069,-20,26,6
"2362","Good","TEMP229",267,4,"23B","Bonte et al, 2012",2012,"Thermal Biology of the Predatory Bugs Orius thripoborus and O. naivashae (Hemiptera: Anthocoridae)","10.1603/EN12089","Orius thripoborus","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP229_1","TEMP229A","Reproduction","number of eggs","Female",25,0,0,0,25,25
"2363","Good","TEMP229",267,4,"23B","Bonte et al, 2012",2012,"Thermal Biology of the Predatory Bugs Orius thripoborus and O. naivashae (Hemiptera: Anthocoridae)","10.1603/EN12089","Orius thripoborus","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP229_3","TEMP229A","Longevity","Longevity (days)","Female",25,0,0,0,25,25
"2364","Good","TEMP229",267,4,"23B","Bonte et al, 2012",2012,"Thermal Biology of the Predatory Bugs Orius thripoborus and O. naivashae (Hemiptera: Anthocoridae)","10.1603/EN12089","Orius naivashae","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP229_5","TEMP229B","Reproduction","number of eggs","Female",25,0,0,0,25,25
"2365","Good","TEMP229",267,4,"23B","Bonte et al, 2012",2012,"Thermal Biology of the Predatory Bugs Orius thripoborus and O. naivashae (Hemiptera: Anthocoridae)","10.1603/EN12089","Orius naivashae","Anthocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP229_7","TEMP229B","Longevity","Longevity (days)","Female",25,0,0,0,25,25
"2378","Good","TEMP2294",1979,38,"18B","Zhang, Y.-B.et al. (d)",2019,"Variable temperatures across different stages have novel effects on behavioral response and population viability in a host-feeding parasitoid","10.1038/s41598-018-38087-0","Eretmocerus hayati","Aphelinidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Both","No","TEMP2294_1","TEMP2294A","Reproduction","Fecundity","Female",26,-0.855047819590066,0.109138834672322,4,26,30
"2379","Good","TEMP2294",1979,38,"18B","Zhang, Y.-B.et al. (d)",2019,"Variable temperatures across different stages have novel effects on behavioral response and population viability in a host-feeding parasitoid","10.1038/s41598-018-38087-0","Eretmocerus hayati","Aphelinidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Both","No","TEMP2294_2","TEMP2294B","Longevity","Longevity (days)","Female",26,-0.43594931362095,0.102375647550582,4,26,30
"2380","Good","TEMP2309",1990,38,"17A","Zhou, H. P.et al.",2017,"Temperature influences the development, survival, and life history of Axinoscymnus apioides Kuznetsov & Ren (Coleoptera: Coccinellidae), a predator of whitefly","10.3906/zoo-1511-27","Axinoscymnus apioides","Coccinellidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2309_1","TEMP2309A","Reproduction","Eggs per female","Female",NA,0,0,0,26,26
"2381","Good","TEMP2309",1990,38,"17A","Zhou, H. P.et al.",2017,"Temperature influences the development, survival, and life history of Axinoscymnus apioides Kuznetsov & Ren (Coleoptera: Coccinellidae), a predator of whitefly","10.3906/zoo-1511-27","Axinoscymnus apioides","Coccinellidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2309_2","TEMP2309A","Longevity","Longevity","Female",NA,0,0,0,26,26
"2382","Good","TEMP2311",1991,38,"17A","Zhou, Z. S.et al. (a)",2011,"Effects of Temperature on Survival, Development, Longevity, and Fecundity of Ophraella communa (Coleoptera: Chrysomelidae), a Potential Biological Control Agent Against Ambrosia artemisiifolia (Asterales: Asteraceae)","10.1603/EN09176","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2311_2","TEMP2311A","Longevity","Longevity","Female",28,-2.25532045042976,0.0354869252557889,10,28,38
"2383","Good","TEMP2311",1991,38,"17A","Zhou, Z. S.et al. (a)",2011,"Effects of Temperature on Survival, Development, Longevity, and Fecundity of Ophraella communa (Coleoptera: Chrysomelidae), a Potential Biological Control Agent Against Ambrosia artemisiifolia (Asterales: Asteraceae)","10.1603/EN09176","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2311_4","TEMP2311A","Survival","Survival rate","Female",28,-1.41846144142732,0.0261260954022647,10,28,38
"2384","Good","TEMP2311",1991,38,"17A","Zhou, Z. S.et al. (a)",2011,"Effects of Temperature on Survival, Development, Longevity, and Fecundity of Ophraella communa (Coleoptera: Chrysomelidae), a Potential Biological Control Agent Against Ambrosia artemisiifolia (Asterales: Asteraceae)","10.1603/EN09176","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2311_5","TEMP2311A","Reproduction","Eggs per female","Female",28,-3.46411442086693,0.056537021721306,10,28,38
"2385","Good","TEMP2313",1992,38,"17A","Zhou, Z. S.et al. (a)",2010,"Effect of short-term high temperature stress on the development and fecundity of Ophraella communa (Coleoptera: Chrysomelidae","10.1080/09583157.2011.584611","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2313_1","TEMP2313A","Longevity","Longevity","Female",26.5,0,0,0,25,25
"2386","Good","TEMP2313",1992,38,"17A","Zhou, Z. S.et al. (b)",2010,"Effect of short-term high temperature stress on the development and fecundity of Ophraella communa (Coleoptera: Chrysomelidae","10.1080/09583157.2011.584611","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2313_2","TEMP2313_A","Longevity","longevity","Female",28,-2.25532045042976,0.0354869252557889,10,28,38
"2387","Good","TEMP2313",1992,38,"17A","Zhou, Z. S.et al. (b)",2010,"Effect of short-term high temperature stress on the development and fecundity of Ophraella communa (Coleoptera: Chrysomelidae","10.1080/09583157.2011.584611","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2313_3","TEMP2313_A","Reproduction","number of eggs","Female",28,-3.4646385488187,0.0565480788174384,10,28,38
"2388","Good","TEMP2313",1992,38,"17A","Zhou, Z. S.et al. (a)",2010,"Effect of short-term high temperature stress on the development and fecundity of Ophraella communa (Coleoptera: Chrysomelidae","10.1080/09583157.2011.584611","Ophraella communa","Chrysomelidae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2313_4","TEMP2313A","Reproduction","Eggs per female","Female",26.5,0,0,0,25,25
"2389","Good","TEMP2319",1999,38,"17A","Zhu, G.et al. (a)",2017,"Effects of short-term heat shock and physiological responses to heat stress in two Bradysia adults, Bradysia odoriphaga and Bradysia difformis","10.1038/s41598-017-13560-4","Bradysia difformis","Sciaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2319_10","TEMP2319A","Reproduction","Eggs per Female","Female",25,-15.4787996830523,1.58154777012611,11,25,36
"2390","Good","TEMP2319",1999,38,"17A","Zhu, G.et al. (a)",2017,"Effects of short-term heat shock and physiological responses to heat stress in two Bradysia adults, Bradysia odoriphaga and Bradysia difformis","10.1038/s41598-017-13560-4","Bradysia odoriphaga","Sciaridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2319_6","TEMP2319B","Longevity","Longevity days post stress","Female",25,-7.72349779951556,0.418798028755221,11,25,36
"2391","Good","TEMP2319",1999,38,"17A","Zhu, G.et al. (a)",2017,"Effects of short-term heat shock and physiological responses to heat stress in two Bradysia adults, Bradysia odoriphaga and Bradysia difformis","10.1038/s41598-017-13560-4","Bradysia difformis","Sciaridae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2319_8","TEMP2319A","Longevity","Longevity days post stress","Female",25,-4.21688686439304,0.148238736753878,11,25,36
"2392","Good","TEMP2319",1999,38,"17A","Zhu, G.et al. (a)",2017,"Effects of short-term heat shock and physiological responses to heat stress in two Bradysia adults, Bradysia odoriphaga and Bradysia difformis","10.1038/s41598-017-13560-4","Bradysia odoriphaga","Sciaridae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"Less than 24 hrs","Adult","No","Constant","No","TEMP2319_9","TEMP2319B","Reproduction","Eggs per Female","Female",25,-11.8983437221815,0.948140534399414,11,25,36
"2393","Good","TEMP239",275,4,"2C","Bouletreau-Merle et al, 2003",2003,"Divergent strategies in low temperature environment for the sibling species Drosophila melanogaster and D-simulans: overwintering in extension border areas of France and comparison with African populations","10.1023/B:EVEC.0000005632.21186.21","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","Yes","Constant","No","TEMP239_1","TEMP239_A","Reproduction","number of eggs","Female",18,0,0,0,14,14
"2394","Good","TEMP239",275,4,"2C","Bouletreau-Merle et al, 2003",2003,"Divergent strategies in low temperature environment for the sibling species Drosophila melanogaster and D-simulans: overwintering in extension border areas of France and comparison with African populations","10.1023/B:EVEC.0000005632.21186.21","Drosophila melanogaster","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","Yes","Constant","No","TEMP239_2","TEMP239_B","Longevity","longevity","Female",18,0,0,0,14,14
"2395","Good","TEMP239",275,4,"2C","Bouletreau-Merle et al, 2003",2003,"Divergent strategies in low temperature environment for the sibling species Drosophila melanogaster and D-simulans: overwintering in extension border areas of France and comparison with African populations","10.1023/B:EVEC.0000005632.21186.21","Drosophila simulans","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","Yes","Constant","No","TEMP239_3","TEMP239_C","Reproduction","number of eggs","Female",18,0,0,0,14,14
"2396","Good","TEMP239",275,4,"2C","Bouletreau-Merle et al, 2003",2003,"Divergent strategies in low temperature environment for the sibling species Drosophila melanogaster and D-simulans: overwintering in extension border areas of France and comparison with African populations","10.1023/B:EVEC.0000005632.21186.21","Drosophila simulans","Drosophilidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","Yes","Constant","No","TEMP239_4","TEMP239_D","Longevity","longevity","Female",18,0,0,0,14,14
"2397","Good","TEMP240",276,4,"3A","Bounfour & Tanigoshi, 2001",2001,"Effect of temperature on development and demographic parameters of Tetranychus urticae and Eotetranychus carpini borealis (Acari : Tetranychidae",NA,"Tetranychus urticae","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP240_1","TEMP240_A","Reproduction","number of eggs","Female",22,-1.25444009303256,0.119670249337594,5,20,25
"2398","Good","TEMP240",276,4,"3A","Bounfour & Tanigoshi, 2001",2001,"Effect of temperature on development and demographic parameters of Tetranychus urticae and Eotetranychus carpini borealis (Acari : Tetranychidae",NA,"Tetranychus urticae","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP240_2","TEMP240_A","Longevity","longevity","Female",22,-1.36722612656139,0.123366341014401,5,20,25
"2399","Good","TEMP240",276,4,"3A","Bounfour & Tanigoshi, 2001",2001,"Effect of temperature on development and demographic parameters of Tetranychus urticae and Eotetranychus carpini borealis (Acari : Tetranychidae",NA,"Eotetranychus carpini","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP240_3","TEMP240_A","Reproduction","number of eggs","Female",22,0.41734840906735,0.102177246181888,5,20,25
"2400","Good","TEMP240",276,4,"3A","Bounfour & Tanigoshi, 2001",2001,"Effect of temperature on development and demographic parameters of Tetranychus urticae and Eotetranychus carpini borealis (Acari : Tetranychidae",NA,"Eotetranychus carpini","Tetranychidae","Arachnida","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP240_4","TEMP240_A","Longevity","longevity","Female",22,-0.265769734647306,0.100882919398181,5,20,25
"2403","Good","TEMP25",7,NA,"1A","Ahn et al, 2019",2019,"Effects of temperature on the development, fecundity, and life table parameters of Riptortus pedestris (Hemiptera: Alydidae","10.1007/s13355-018-0593-5","Riptortus pedestris","Alydidae","Insecta","Arthropoda","Female","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP25_1","TEMP25A","Longevity","Longevity","Female",25,0,0,0,24,24
"2404","Good","TEMP25",7,NA,"1A","Ahn et al, 2019",2019,"Effects of temperature on the development, fecundity, and life table parameters of Riptortus pedestris (Hemiptera: Alydidae","10.1007/s13355-018-0593-5","Riptortus pedestris","Alydidae","Insecta","Arthropoda","Both sexes","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP25_3","TEMP25A","Reproduction","Eggs per female","Both sexes",25,0,0,0,24,24
"2405","Good","TEMP265",298,4,"20A","Brugnano ez al, 2009",2009,"Temperature effects on fecundity, development and survival of the benthopelagic calanoid copepod, Pseudocyclops xiphophorus","10.1007/s00227-008-1086-9","Pseudocyclops xiphophorus","PseudocyclopidaeÃÂ ","Crustacea","Arthropoda","Both sexes","Internal","No","Lab","Wild-caught","Experimental","Aquatic","Italy","Europe","Italy","More than 5 days","Adult","No","Constant","No","TEMP265_1","TEMP265_A","Longevity","Longevity (days)","Female",NA,0.581631944241486,0.416914785928107,-4,24,20
"2406","Good","TEMP265",298,4,"20A","Brugnano ez al, 2009",2009,"Temperature effects on fecundity, development and survival of the benthopelagic calanoid copepod, Pseudocyclops xiphophorus","10.1007/s00227-008-1086-9","Pseudocyclops xiphophorus","PseudocyclopidaeÃÂ ","Crustacea","Arthropoda","Both sexes","Internal","No","Lab","Wild-caught","Experimental","Aquatic","Italy","Europe","Italy","More than 5 days","Adult","No","Constant","No","TEMP265_2","TEMP265_B","Reproduction","lifetime number of eggs laid per female","Female",NA,3.571531836973,1.03779198312559,-4,24,20
"2407","Good","TEMP268",301,5,"C","Bueno, V. H. P.et al.",2016,"Reproduction and population parameters of the Nearctic predator Geocoris punctipes at constant and varying temperature regimes","10.1111/jen.12261","Geocoris punctipes","Geocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Both","No","TEMP268_1","TEMP268_A","Reproduction","Total fecundity","Female",25,0,0,0,24.5,24.5
"2408","Good","TEMP268",301,5,"C","Bueno, V. H. P.et al.",2016,"Reproduction and population parameters of the Nearctic predator Geocoris punctipes at constant and varying temperature regimes","10.1111/jen.12261","Geocoris punctipes","Geocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Both","No","TEMP268_2","TEMP268_A","Longevity","longevity (days)","Female",25,0,0,0,24.5,24.5
"2409","Good","TEMP268",301,5,"C","Bueno, V. H. P.et al.",2016,"Reproduction and population parameters of the Nearctic predator Geocoris punctipes at constant and varying temperature regimes","10.1111/jen.12261","Geocoris punctipes","Geocoridae","Insecta","Arthropoda","Both sexes","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Both","No","TEMP268_3","TEMP268_A","Longevity","longevity (days)","Male",25,0,0,0,24.5,24.5
"2410","Good","TEMP282",315,5,NA,"BUTLER, G.et al.",1983,"CARDIOCHILES-NIGRICEPS (HYMENOPTERA, BRACONIDAE) - DEVELOPMENT TIME AND FECUNDITY IN RELATION TO TEMPERATURE","10.1093/aesa/76.3.536","Cardiochiles nigriceps","Braconidae","Insecta","Arthropoda","Both Sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"more than 5 days","mix","No","both","no","TEMP282_1","TEMP282_A","Reproduction","Fecundity","Female",27,-1.1413078823056,0.232564592055322,-2.8,27.8,25
"2411","Good","TEMP282",315,5,NA,"BUTLER, G.et al.",1983,"CARDIOCHILES-NIGRICEPS (HYMENOPTERA, BRACONIDAE) - DEVELOPMENT TIME AND FECUNDITY IN RELATION TO TEMPERATURE","10.1093/aesa/76.3.536","Cardiochiles nigriceps","Braconidae","Insecta","Arthropoda","Both Sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"more than 5 days","mix","No","both","no","TEMP282_2","TEMP282_C","Longevity","Longevity","Male",27,0.295549386437927,0.125826675127769,-2.8,27.8,25
"2412","Good","TEMP282",315,5,NA,"BUTLER, G.et al.",1983,"CARDIOCHILES-NIGRICEPS (HYMENOPTERA, BRACONIDAE) - DEVELOPMENT TIME AND FECUNDITY IN RELATION TO TEMPERATURE","10.1093/aesa/76.3.536","Cardiochiles nigriceps","Braconidae","Insecta","Arthropoda","Both Sexes","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"more than 5 days","mix","No","both","no","TEMP282_3","TEMP282_B","Longevity","Longevity","Female",27,0.417575828573265,0.152906159543477,-2.8,27.8,25
"2413","Good","TEMP286",318,5,"C","Bybee, L. F.et al.",2004,"Effects of temperature on fecundity and longevity of Phoracantha recurva and P-semipunctata (Coleoptera : Cerambycidae)","10.1603/0046-225X-33.2.138","Phoracantha recurva","Cerambycidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP286_1","TEMP286_A","Reproduction","Total fecundity","Female",NA,-0.937576828424121,0.201796597936314,-5,25,20
"2414","Good","TEMP286",318,5,"C","Bybee, L. F.et al.",2004,"Effects of temperature on fecundity and longevity of Phoracantha recurva and P-semipunctata (Coleoptera : Cerambycidae)","10.1603/0046-225X-33.2.138","Phoracantha recurva","Cerambycidae","Insecta","Arthropoda","Both sexes","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP286_2","TEMP286_A","Longevity","longevity (days)","Both sexes",NA,4.41633867799812,0.625091984517776,-5,25,20
