"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Experiment.code","Sex","Rearing.temperature","diff","reftemp","treattemp","warm.cool","es_reproduction","v_reproduction","es_longevtiy","v_longevtiy"
"1506","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125A","Female",NA,-5,25,20,"Cool",NA,NA,1.134661636,0.132771328
"1507","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125A","Female",NA,-2,25,23,"Cool",0.333773651,0.123011482,NA,NA
"1508","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125A","Female",NA,-2,25,23,"Cool",NA,NA,0.729500698,0.129386731
"1509","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125A","Female",NA,5,25,30,"Warm",-0.708287307,0.168113731,NA,NA
"1510","Good","TEMP125",197,2,"25B","Azrag, A. G. A.et al.",2020,"Modelling the effect of temperature on the biology and demographic parameters of the African coffee white stem borer, Monochamus leuconotus (Pascoe) (Coleoptera: Cerambycidae)","10.1016/j.jtherbio.2020.102534","Monochamus leuconotus","Cerambycidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP125A","Female",NA,5,25,30,"Warm",NA,NA,-1.216879617,0.186245678
"1511","Good","TEMP434",441,7,"20","Coulson, S. C.; Bale, J. S.",1992,"EFFECT OF RAPID COLD HARDENING ON REPRODUCTION AND SURVIVAL OF OFFSPRING IN THE HOUSEFLY MUSCA-DOMESTICA","10.1016/0022-1910(92)90118-W","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","Yes","Fluctuating","Yes","TEMP434_B","Female",25,-25,25,0,"Cool",NA,NA,-1.181567403,0.469805076
"1512","Good","TEMP434",441,7,"20","Coulson, S. C.; Bale, J. S.",1992,"EFFECT OF RAPID COLD HARDENING ON REPRODUCTION AND SURVIVAL OF OFFSPRING IN THE HOUSEFLY MUSCA-DOMESTICA","10.1016/0022-1910(92)90118-W","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","Yes","Fluctuating","No","TEMP434_C","Female",25,-25,25,0,"Cool",-1.729790054,0.549608682,NA,NA
"1513","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,-5,25,20,"Cool",-6.342054483,0.118103495,NA,NA
"1514","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,-5,25,20,"Cool",NA,NA,3.674690168,0.048507121
"1515","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Male",NA,-5,25,20,"Cool",NA,NA,8.596211802,0.205816118
"1516","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,5,25,30,"Warm",0.81670482,0.015070766,NA,NA
"1517","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,5,25,30,"Warm",NA,NA,-3.646104832,0.047962017
"1518","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Male",NA,5,25,30,"Warm",NA,NA,-3.567699229,0.046488724
"1519","Good","TEMP594",554,10,"5A","Francuski, L.et al.",2020,"Effect of temperature on egg production in the common housefly","10.1111/eea.12912","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (multiple generations)","TEMP594A","Female",25,7,25,32,"Warm",-0.40908073,0.039680289,NA,NA
"1520","Good","TEMP594",554,10,"5A","Francuski, L.et al.",2020,"Effect of temperature on egg production in the common housefly","10.1111/eea.12912","Musca domestica","Muscidae","Insecta","Arthropoda","Female","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (multiple generations)","TEMP594A","Female",25,7,25,32,"Warm",NA,NA,-1.603258213,0.051345774
"1521","Good","TEMP594",554,10,"5A","Francuski, L.et al.",2020,"Effect of temperature on egg production in the common housefly","10.1111/eea.12912","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (multiple generations)","TEMP594B","Both",25,7,25,32,"Warm",-0.532566781,0.034306596,NA,NA
"1522","Good","TEMP594",554,10,"5A","Francuski, L.et al.",2020,"Effect of temperature on egg production in the common housefly","10.1111/eea.12912","Musca domestica","Muscidae","Insecta","Arthropoda","Female","Internal","Other","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (multiple generations)","TEMP594B","Female",25,7,25,32,"Warm",NA,NA,-1.529229408,0.042659909
"1523","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,10,25,35,"Warm",-1.489847219,0.019115108,NA,NA
"1524","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Female",NA,10,25,35,"Warm",NA,NA,-5.5385972,0.093238938
"1525","Good","TEMP585",544,9,"C","FLETCHER, M.et al.",1990,"LONGEVITY AND FECUNDITY OF MUSCA-DOMESTICA (DIPTERA, MUSCIDAE) AS A FUNCTION OF TEMPERATURE","10.1093/jmedent/27.5.922","Musca domestica","Muscidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Adult","No","Constant","No","TEMP585_A","Male",NA,10,25,35,"Warm",NA,NA,-6.535856745,0.124604522
"1526","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,-6,24,18,"Cool",-1.568335135,0.103307008,NA,NA
"1527","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,-6,24,18,"Cool",NA,NA,1.532135705,0.102206662
"1528","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,-3,24,21,"Cool",-1.328171729,0.090509529,NA,NA
"1529","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,-3,24,21,"Cool",NA,NA,1.209913536,0.087730368
"1530","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,3,24,27,"Warm",-0.709757507,0.084131328,NA,NA
"1531","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,3,24,27,"Warm",NA,NA,-0.293228437,0.080035516
"1532","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,6,24,30,"Warm",-1.576848001,0.111614803,NA,NA
"1533","Good","TEMP1670",1449,27,"13A","Qin, J. Y.et al.",2017,"Population Projection and Development of the Mythimna loreyi (Lepidoptera: Noctuidae) as Affected by Temperature: Application of an Age-Stage, Two-Sex Life Table","10.1093/jee/tox138","Mythimna loreyi","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1670A","Female",24,6,24,30,"Warm",NA,NA,-0.356802184,0.087040409
"1534","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,-6,24,18,"Cool",-1.708819788,0.121408454,NA,NA
"1535","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,-6,24,18,"Cool",NA,NA,0.645293226,0.094194739
"1536","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,-3,24,21,"Cool",-0.077537356,0.075555293,NA,NA
"1537","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,-3,24,21,"Cool",NA,NA,0.318108191,0.076453225
"1538","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,3,24,27,"Warm",-0.989437383,0.090305161,NA,NA
"1539","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,3,24,27,"Warm",NA,NA,-0.309784452,0.081474962
"1540","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,6,24,30,"Warm",-1.085085928,0.109240242,NA,NA
"1541","Good","TEMP1669",1448,27,"13A","Qin, J. Y.et al.",2018,"Effects of temperatures on the development and reproduction of the armyworm, Mythimna roseilinea: Analysis using an age-stage, two-sex life table","10.1016/S2095-3119(17)61856-2","Mythimna roseilinea","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP1669A","Female",24,6,24,30,"Warm",NA,NA,-0.989143927,0.106978813
"1542","Good","TEMP1131",1002,19,"9A","Li, B. L.et al.",2018,"Effects of constant and stage-specific-alternating temperature on the survival, development and reproduction of the oriental armyworm, Mythimna separata (Walker) (Lepidoptera: Noctuidae)","10.1016/S2095-3119(17)61841-0","Mythimna separata","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1131A","Female",25,-5,25,20,"Cool",-2.583016685,0.166915208,NA,NA
"1543","Good","TEMP1131",1002,19,"9A","Li, B. L.et al.",2018,"Effects of constant and stage-specific-alternating temperature on the survival, development and reproduction of the oriental armyworm, Mythimna separata (Walker) (Lepidoptera: Noctuidae)","10.1016/S2095-3119(17)61841-0","Mythimna separata","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1131A","Female",25,-5,25,20,"Cool",NA,NA,1.53770547,0.11796706
"1544","Good","TEMP1131",1002,19,"9A","Li, B. L.et al.",2018,"Effects of constant and stage-specific-alternating temperature on the survival, development and reproduction of the oriental armyworm, Mythimna separata (Walker) (Lepidoptera: Noctuidae)","10.1016/S2095-3119(17)61841-0","Mythimna separata","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1131A","Female",25,5,25,30,"Warm",-4.723131021,0.430234208,NA,NA
"1545","Good","TEMP1131",1002,19,"9A","Li, B. L.et al.",2018,"Effects of constant and stage-specific-alternating temperature on the survival, development and reproduction of the oriental armyworm, Mythimna separata (Walker) (Lepidoptera: Noctuidae)","10.1016/S2095-3119(17)61841-0","Mythimna separata","Noctuidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP1131A","Female",25,5,25,30,"Warm",NA,NA,-1.177792089,0.146628654
"1546","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713A","Female",25,-17,25,8,"Cool",-1.11414314,0.059841552,NA,NA
"1547","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713B","Female",25,-17,25,8,"Cool",-1.821574652,0.083425823,NA,NA
"1548","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713A","Female",25,-17,25,8,"Cool",NA,NA,1.306227988,0.017062146
"1549","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713B","Female",25,-17,25,8,"Cool",NA,NA,1.185770422,0.019514915
"1550","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713A","Female",25,-13,25,12,"Cool",-1.352137398,0.063510055,NA,NA
"1551","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713B","Female",25,-13,25,12,"Cool",-1.832324829,0.083714647,NA,NA
"1552","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713A","Female",25,-13,25,12,"Cool",NA,NA,1.363923439,0.017086225
"1553","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713B","Female",25,-13,25,12,"Cool",NA,NA,0.894718953,0.017896919
"1554","Good","TEMP1965",1706,33,"24C","Souza, M. F.et al.",2017,"Influence of Host Quality and Temperature on the Biology of Diaeretiella rapae (Hymenoptera: Braconidae, Aphidiinae)","10.1093/ee/nvx108","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Brazil","South America",NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1965A","Both",NA,-9,28,19,"Cool",NA,NA,2.15830354,0.054228765
"1555","Good","TEMP1965",1706,33,"24C","Souza, M. F.et al.",2017,"Influence of Host Quality and Temperature on the Biology of Diaeretiella rapae (Hymenoptera: Braconidae, Aphidiinae)","10.1093/ee/nvx108","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","Brazil","South America",NA,"More than 5 days","Mix","No","Constant","Yes (> 4 days)","TEMP1965B","Female",NA,-9,28,19,"Cool",0.928095304,0.037197105,NA,NA
"1556","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713A","Female",25,-9,25,16,"Cool",-0.779858215,0.055884451,NA,NA
"1557","Good","TEMP1713",1490,28,"13B","REED, T.; SEMTNER, P. m. j.",1991,"INFLUENCE OF TEMPERATURE ON POPULATION DEVELOPMENT OF 2 COLOR MORPHS OF THE TOBACCO APHID (HOMOPTERA, APHIDIDAE) ON FLUE-CURED TOBACCO","10.18474/0749-8004-26.1.33","Myzus persicae","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Semi-natural","Wild-caught","Experimental","Terrestrial","USA","North America",NA,"More than 5 days","Juvenile","Yes","Constant","No","TEMP1713B","Female",25,-9,25,16,"Cool",-1.771493255,0.112390633,NA,NA
