species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Lacerta_agilis,Lacertidae,Reptilia,Chordata,Lacerta_agilis,lacerta_agilis,Lacerta_schreiberi,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lagopus_lagopus,Phasianidae,Aves,Chordata,Lagopus_lagopus,lagopus_lagopus,lagopus_lagopus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lagria_hirta,Tenebrionidae,Insecta,Arthropoda,Lagria_hirta,lagria_hirta,lagria_hirta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lama_glama,Camelidae,Mammalia,Chordata,Lama_glama,lama_glama,lama_glama,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Lambdina_fiscellaria,Geometridae,Insecta,Arthropoda,Lambdina_fiscellaria,lambdina_fiscellaria,lambdina_fiscellaria,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lampetra_fluviatilis,Petromyzontidae,Actinopterygii,Chordata,Lampetra_fluviatilis,lampetra_fluviatilis,lampetra_fluviatilis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Lanius_collurio,Laniidae,Aves,Chordata,Lanius_collurio,lanius_collurio,lanius_collurio,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lanius_ludovicianus,Laniidae,Aves,Chordata,Lanius_ludovicianus,lanius_ludovicianus,lanius_ludovicianus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Laodelphax_striatellus,Delphacidae,Insecta,Arthropoda,Laodelphax_striatellus,laodelphax_striatellus,laodelphax_striatellus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Largus_californicus,Largidae,Insecta,Arthropoda,Largus_californicus,largus_californicus,Largus_crassipes,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Larimichthys_polyactis,Sciaenidae,Actinopterygii,Chordata,Larimichthys_polyactis,larimichthys_polyactis,larimichthys_polyactis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Larus_crassirostris,Laridae,Aves,Chordata,Larus_crassirostris,larus_crassirostris,Larus_hartlaubi,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Larus_glaucescens,Laridae,Aves,Chordata,Larus_glaucescens,larus_glaucescens,larus_glaucescens,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lasioderma_serricorne,Ptinidae,Insecta,Arthropoda,Lasioderma_serricorne,lasioderma_serricorne,lasioderma_serricorne,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Laternula_elliptica,Laternulidae,Mollusca,Mollusca,Laternula_elliptica,laternula_elliptica,laternula_elliptica,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Lepidelphax_pistiae,Delphacidae,Insecta,Arthropoda,Lepidelphax_pistiae,lepidelphax_pistiae,lepidelphax_pistiae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Lepinotus_reticulatus,Trogiidae,Insecta,Arthropoda,Lepinotus_reticulatus,lepinotus_reticulatus,lepinotus_reticulatus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Leptocorisa_chinensis,Coreidae,Insecta,Arthropoda,Leptocorisa_chinensis,leptocorisa_chinensis,leptocorisa_chinensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Leptocybe_invasa,Eulophidae,Insecta,Arthropoda,Leptocybe_invasa,leptocybe_invasa,leptocybe_invasa,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Leptopharsa_heveae,Tingidae,Insecta,Arthropoda,Leptopharsa_heveae,leptopharsa_heveae,leptopharsa_heveae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Leptopilina_heterotoma,Figitidae,Insecta,Arthropoda,Leptopilina_heterotoma,leptopilina_heterotoma,leptopilina_heterotoma,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Leptopilina_japonica,Figitidae,Insecta,Arthropoda,Leptopilina_japonica,leptopilina_japonica,leptopilina_boulardi,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lepus_californicus,Leporidae,Mammalia,Chordata,Lepus_californicus,lepus_californicus,lepus_alleni,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Leucinodes_orbonalis,Crambidae,Insecta,Arthropoda,Leucinodes_orbonalis,leucinodes_orbonalis,leucinodes_orbonalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Leuciscus_idus,Cyprinidae,Actinopterygii,Chordata,Leuciscus_idus,leuciscus_idus,leuciscus_idus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Leucoraja_erinacea,Rajidae,Actinopterygii,Chordata,Leucoraja_erinacea,leucoraja_erinacea,leucoraja_erinacea,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Lilioceris_cheni,Chrysomelidae,Insecta,Arthropoda,Lilioceris_cheni,lilioceris_cheni,lilioceris_cheni,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Limecola_balthica,Tellinidae,Mollusca,Mollusca,Limecola_balthica,limecola_balthica,limecola_balthica,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Limnephilus_indivisus,Limnephilidae,Insecta,Arthropoda,Limnephilus_indivisus,limnephilus_indivisus,limnephilus_indivisus,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Lipaphis_erysimi,Aphididae,Insecta,Arthropoda,Lipaphis_erysimi,lipaphis_erysimi,lipaphis_erysimi,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Lipaphis_pseudobrassicae,Aphididae,Insecta,Arthropoda,Lipaphis_pseudobrassicae,lipaphis_pseudobrassicae,lipaphis_pseudobrassicae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Liriomyza_huidobrensis,Agromyzidae,Insecta,Arthropoda,Liriomyza_huidobrensis,liriomyza_huidobrensis,liriomyza_huidobrensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Liriomyza_sativae,Agromyzidae,Insecta,Arthropoda,Liriomyza_sativae,liriomyza_sativae,liriomyza_sativae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Liriomyza_trifolii,Agromyzidae,Insecta,Arthropoda,Liriomyza_trifolii,liriomyza_trifolii,liriomyza_trifolii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lissotriton_helveticus,Salamandridae,Amphibia,Chordata,Lissotriton_helveticus,lissotriton_helveticus,lissotriton_helveticus,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Lithodes_santolla,Lithodidae,Crustacea,Arthropoda,Lithodes_santolla,lithodes_santolla,lithodes_santolla,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Litoditis_marina,Rhabditidae,Nematoda,Nematoda,Litoditis_marina,litoditis_marina,Angiostoma_margaretae,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Litoria_peronii,Pelodryadidae,Amphibia,Chordata,Litoria_peronii,litoria_peronii,litoria_peronii,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Littorina_littorea,Littorinidae,Mollusca,Mollusca,Littorina_littorea,littorina_littorea,littorina_littorea,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Lobesia_botrana,Tortricidae,Insecta,Arthropoda,Lobesia_botrana,lobesia_botrana,lobesia_botrana,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Loligo_vulgaris,Loliginidae,Mollusca,Mollusca,Loligo_vulgaris,loligo_vulgaris,loligo_vulgaris,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Lota_lota,Lotidae,Actinopterygii,Chordata,Lota_lota,lota_lota,lota_lota,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Lottia_persona,Lottiidae,Mollusca,Mollusca,Lottia_persona,collisella_radiata,Lottia_persona,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Loxechinus_albus,Parechinidae,Echinodermata,Echinodermata,Loxechinus_albus,loxechinus_albus,loxechinus_albus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Loxostege_sticticalis,Crambidae,Insecta,Arthropoda,Loxostege_sticticalis,loxostege_sticticalis,loxostege_sticticalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lucilia_cuprina,Calliphoridae,Insecta,Arthropoda,Lucilia_cuprina,lucilia_cuprina,lucilia_cuprina,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Luffariella_variabilis,Thorectidae,Porifera,Porifera,Luffariella_variabilis,luffariella_variabilis,luffariella_variabilis,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Luthrodes_pandava,Lycaenidae,Insecta,Arthropoda,Luthrodes_pandava,luthrodes_pandava,luthrodes_pandava,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lycaena_hippothoe,Lycaenidae,Insecta,Arthropoda,Lycaena_hippothoe,lycaena_hippothoe,lycaena_hippothoe,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lygus_hesperus,Miridae,Insecta,Arthropoda,Lygus_hesperus,lygus_hesperus,lygus_hesperus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lygus_lineolaris,Miridae,Insecta,Arthropoda,Lygus_lineolaris,lygus_lineolaris,lygus_lineolaris,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lymantria_dispar,Erebidae,Insecta,Arthropoda,Lymantria_dispar,lymantria_dispar,lymantria_dispar,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Lymnaea_stagnalis,Lymnaeidae,Mollusca,Mollusca,Lymnaea_stagnalis,lymnaea_stagnalis,lymnaea_stagnalis,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Lyrurus_tetrix,Phasianidae,Aves,Chordata,Lyrurus_tetrix,lyrurus_tetrix,lyrurus_tetrix,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Lysiphlebia_mirzai,Braconidae,Insecta,Arthropoda,Lysiphlebia_mirzai,lysiphlebia_mirzai,Lysiphlebia_japonica,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Lysiphlebus_confusus,Braconidae,Insecta,Arthropoda,Lysiphlebus_confusus,lysiphlebus_confusus,lysiphlebus_confusus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Lysiphlebus_fabarum,Braconidae,Insecta,Arthropoda,Lysiphlebus_fabarum,lysiphlebus_fabarum,lysiphlebus_fabarum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Lysiphlebus_testaceipes,Braconidae,Insecta,Arthropoda,Lysiphlebus_testaceipes,lysiphlebus_testaceipes,lysiphlebus_testaceipes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Lytechinus_pictus,Toxopneustidae,Echinodermata,Echinodermata,Lytechinus_pictus,lytechinus_pictus,lytechinus_pictus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Mabuya_dorsivittata,Scincidae,Reptilia,Chordata,Mabuya_dorsivittata,mabuya_dorsivittata,Mabuya_meridensis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Maccullochella_peelii,Percichthyidae,Actinopterygii,Chordata,Maccullochella_peelii,maccullochella_peelii,maccullochella_peelii,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Maconellicoccus_hirsutus,Pseudococcidae,Insecta,Arthropoda,Maconellicoccus_hirsutus,maconellicoccus_hirsutus,maconellicoccus_hirsutus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Macrocyclops_albidus,Cyclopidae,Crustacea,Arthropoda,Macrocyclops_albidus,macrocyclops_albidus,macrocyclops_albidus,Ectotherm,Mobile,Sexual,Internal,Control agent,Aquatic,Freshwater
Macrolophus_pygmaeus,Miridae,Insecta,Arthropoda,Macrolophus_pygmaeus,macrolophus_pygmaeus,macrolophus_pygmaeus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Macrosiphum_euphorbiae,Aphididae,Insecta,Arthropoda,Macrosiphum_euphorbiae,macrosiphum_euphorbiae,macrosiphum_euphorbiae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Macrosiphum_rosae,Aphididae,Insecta,Arthropoda,Macrosiphum_rosae,macrosiphum_rosae,macrosiphum_rosae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Macrosteles_quadrilineatus,Cicadellidae,Insecta,Arthropoda,Macrosteles_quadrilineatus,macrosteles_quadrilineatus,macrosteles_quadrilineatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Magallana_gigas,Ostreidae,Mollusca,Mollusca,Magallana_gigas,magallana_gigas,magallana_gigas,Ectotherm,Sessile,Hermaphrodite,External,Food,Aquatic,Marine
Mamestra_brassicae,Noctuidae,Insecta,Arthropoda,Mamestra_brassicae,mamestra_brassicae,mamestra_brassicae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Manduca_sexta,Sphingidae,Insecta,Arthropoda,Manduca_sexta,manduca_sexta,manduca_sexta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Marisa_cornuarietis,Ampullariidae,Mollusca,Mollusca,Marisa_cornuarietis,marisa_cornuarietis,marisa_cornuarietis,Ectotherm,Mobile,Sexual,Internal,Control agent,Aquatic,Freshwater
Marisora_brachypoda,Scincidae,Reptilia,Chordata,Marisora_brachypoda,<U+FEFF>mabuya_brachypoda,Marisora_brachypoda,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Matsumuratettix_hiroglyphicus,Cicadellidae,Insecta,Arthropoda,Matsumuratettix_hiroglyphicus,matsumuratettix_hiroglyphicus,matsumuratettix_hiroglyphicus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Megachile_rotundata,Megachilidae,Insecta,Arthropoda,Megachile_rotundata,megachile_rotundata,megachile_rotundata,Ectotherm,Mobile,Sexual,Internal,Pollinator,Terrestrial,Terrestrial
Megacopta_cribraria,Plataspidae,Insecta,Arthropoda,Megacopta_cribraria,megacopta_cribraria,megacopta_cribraria,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Megacyclops_viridis,Cyclopidae,Crustacea,Arthropoda,Megacyclops_viridis,megacyclops_viridis,megacyclops_viridis,Ectotherm,Mobile,Sexual,Internal,Control agent,Aquatic,Freshwater
Megalurothrips_sjostedti,Thripidae,Insecta,Arthropoda,Megalurothrips_sjostedti,megalurothrips_sjostedti,megalurothrips_sjostedti,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Megoura_crassicauda,Aphididae,Insecta,Arthropoda,Megoura_crassicauda,megoura_crassicauda,megoura_crassicauda,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Melanaphis_sacchari,Aphididae,Insecta,Arthropoda,Melanaphis_sacchari,melanaphis_sacchari,melanaphis_sacchari,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Meleagris_gallopavo,Phasianidae,Aves,Chordata,Meleagris_gallopavo,meleagris_gallopavo,meleagris_gallopavo,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Meles_meles,Mustelidae,Mammalia,Chordata,Meles_meles,meles_meles,meles_meles,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Melita_plumulosa,Acartiidae,Crustacea,Arthropoda,Melita_plumulosa,melita_plumulosa,melita_plumulosa,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Melospiza_georgiana,Passerellidae,Aves,Chordata,Melospiza_georgiana,melospiza_georgiana,melospiza_georgiana,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Melospiza_melodia,Passerellidae,Aves,Chordata,Melospiza_melodia,melospiza_melodia,melospiza_melodia,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Merluccius_australis,Merlucciidae,Actinopterygii,Chordata,Merluccius_australis,merluccius_australis,merluccius_australis,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Mesocentrotus_franciscanus,Strongylocentrotidae,Echinodermata,Echinodermata,Mesocentrotus_franciscanus,mesocentrotus_franciscanus,mesocentrotus_franciscanus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Mesocricetus_auratus,Cricetidae,Mammalia,Chordata,Mesocricetus_auratus,mesocricetus_auratus,mesocricetus_auratus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Mesocyclops_aspericornis,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_aspericornis,mesocyclops_aspericornis,mesocyclops_aspericornis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_australiensis,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_australiensis,mesocyclops_australiensis,mesocyclops_australiensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_darwini,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_darwini,mesocyclops_darwini,mesocyclops_darwini,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_mb1,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_mb1,mesocyclops_mb1,Mesocyclops_dadayi,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_mb2,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_mb2,mesocyclops_mb2,Mesocyclops_albicans,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_mb3,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_mb3,mesocyclops_mb3,Mesocyclops_arcanus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_notius,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_notius,mesocyclops_notius,mesocyclops_notius,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesocyclops_thermocyclopoides,Cyclopidae,Crustacea,Arthropoda,Mesocyclops_thermocyclopoides,mesocyclops_thermocyclopoides,mesocyclops_thermocyclopoides,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Mesostoma_craci,Typhloplanidae,Platyhelminthes,Platyhelminthes,Mesostoma_craci,mesostoma_craci,mesostoma_craci,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Marine
Mesostoma_ehrenbergii,Typhloplanidae,Platyhelminthes,Platyhelminthes,Mesostoma_ehrenbergii,mesostoma_ehrenbergii,mesostoma_ehrenbergii,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Marine
Metopolophium_dirhodum,Aphididae,Insecta,Arthropoda,Metopolophium_dirhodum,metopolophium_dirhodum,metopolophium_dirhodum,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Metridia_pacifica,Metridinidae,Crustacea,Arthropoda,Metridia_pacifica,metridia_pacifica,metridia_pacifica,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Microcavia_australis,Caviidae,Mammalia,Chordata,Microcavia_australis,microcavia_australis,microcavia_australis,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Microplitis_manilae,Braconidae,Insecta,Arthropoda,Microplitis_manilae,microplitis_manilae,microplitis_manilae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Microplitis_similis,Braconidae,Insecta,Arthropoda,Microplitis_similis,microplitis_similis,microplitis_similis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Microtus_arvalis,Cricetidae,Mammalia,Chordata,Microtus_arvalis,microtus_arvalis,microtus_arvalis,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Mnais_costalis,Calopterygidae,Insecta,Arthropoda,Mnais_costalis,mnais_costalis,mnais_costalis,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Modiolus_modiolus,Mytilidae,Mollusca,Mollusca,Modiolus_modiolus,modiolus_modiolus,modiolus_modiolus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Moina_brachiata,Moinidae,Crustacea,Arthropoda,Moina_brachiata,moina_brachiata,moina_brachiata,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Moina_dubia,Moinidae,Crustacea,Arthropoda,Moina_dubia,moina_dubia,moina_dubia,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Moina_macrocopa,Moinidae,Crustacea,Arthropoda,Moina_macrocopa,moina_macrocopa,Moina_macrocopa,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Moina_micrura,Moinidae,Crustacea,Arthropoda,Moina_micrura,moina_micrura,moina_micrura,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Mononychellus_progresivus,Tetranychidae,Arachnida,Arthropoda,Mononychellus_progresivus,mononychellus_progresivus,mononychellus_progresivus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Monoporeia_affinis,Pontoporeiidae,Crustacea,Arthropoda,Monoporeia_affinis,monoporeia_affinis,monoporeia_affinis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Morone_saxatilis,Moronidae,Actinopterygii,Chordata,Morone_saxatilis,morone_saxatilis,morone_saxatilis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Mus_musculus,Muridae,Mammalia,Chordata,Mus_musculus,mus_musculus,mus_musculus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Musca_domestica,Muscidae,Insecta,Arthropoda,Musca_domestica,musca_domestica,musca_domestica,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Muscidifurax_raptor,Pteromalidae,Insecta,Arthropoda,Muscidifurax_raptor,muscidifurax_raptor,Muscidifurax_raptorellus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Muscidifurax_zaraptor,Pteromalidae,Insecta,Arthropoda,Muscidifurax_zaraptor,muscidifurax_zaraptor,muscidifurax_zaraptor,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Mystus_gulio,Bagridae,Actinopterygii,Chordata,Mystus_gulio,mystus_gulio,mystus_gulio,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Mythimna_convecta,Noctuidae,Insecta,Arthropoda,Mythimna_convecta,mythimna_convecta,mythimna_convecta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Mythimna_loreyi,Noctuidae,Insecta,Arthropoda,Mythimna_loreyi,mythimna_loreyi,mythimna_loreyi,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Mythimna_roseilinea,Noctuidae,Insecta,Arthropoda,Mythimna_roseilinea,mythimna_roseilinea,Mythimnau_unipuncta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Mythimna_separata,Noctuidae,Insecta,Arthropoda,Mythimna_separata,mythimna_separata,mythimna_separata,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Mytilus_galloprovincialis,Mytilidae,Mollusca,Mollusca,Mytilus_galloprovincialis,mytilus_galloprovincialis,mytilus_galloprovincialis,Ectotherm,Sessile,Hermaphrodite,External,Farmed,Aquatic,Marine
Mytilus_platensis,Mytilidae,Mollusca,Mollusca,Mytilus_platensis,mytilus_platensis,mytilus_platensis,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Myzus_persicae,Aphididae,Insecta,Arthropoda,Myzus_persicae,myzus_persicae,Myzus_ajugae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Nabis_roseipennis,Nabidae,Insecta,Arthropoda,Nabis_roseipennis,nabis_roseipennis,Nabis_americanus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Nasonia_longicornis,Pteromalidae,Insecta,Arthropoda,Nasonia_longicornis,nasonia_longicornis,nasonia_longicornis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nasonia_vitripennis,Pteromalidae,Insecta,Arthropoda,Nasonia_vitripennis,nasonia_vitripennis,nasonia_vitripennis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nasonovia_ribisnigri,Aphididae,Insecta,Arthropoda,Nasonovia_ribisnigri,nasonovia_ribisnigri,nasonovia_ribisnigri,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Natator_depressus,Cheloniidae,Reptilia,Chordata,Natator_depressus,<U+FEFF>natator_depressus,Natator_depressus,Ectotherm,Mobile,Sexual,Internal,No,Both,Marine
Necremnus_artynes,Eulophidae,Insecta,Arthropoda,Necremnus_artynes,necremnus_artynes,necremnus_artynes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Nemipterus_japonicus,Nemipteridae,Actinopterygii,Chordata,Nemipterus_japonicus,nemipterus_japonicus,nemipterus_japonicus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Neocaridina_davidi,Atyidae,Crustacea,Arthropoda,Neocaridina_davidi,neocaridina_davidi,neocaridina_davidi,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Neocaridina_heteropoda,Atyidae,Crustacea,Arthropoda,Neocaridina_heteropoda,neocaridina_heteropoda,neocaridina_heteropoda,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Neochetina_eichhorniae,Brachyceridae,Insecta,Arthropoda,Neochetina_eichhorniae,neochetina_eichhorniae,neochetina_eichhorniae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Neoleucinodes_elegantalis,Crambidae,Insecta,Arthropoda,Neoleucinodes_elegantalis,neoleucinodes_elegantalis,neoleucinodes_elegantalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Neoseiulus_barkeri,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_barkeri,neoseiulus_barkeri,neoseiulus_barkeri,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Neoseiulus_bicaudus,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_bicaudus,neoseiulus_bicaudus,Neoseiulus_accessus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Neoseiulus_californicus,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_californicus,neoseiulus_californicus,neoseiulus_californicus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Neoseiulus_fallacis,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_fallacis,neoseiulus_fallacis,neoseiulus_fallacis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
