Status,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Effect size code,Experiment code,Trait category,Trait,Sex,Rearing temperature,No of temp treatments,Min temp,Max temp,Data location,Test,Statistic,Effect size direction,Total N (replicates),Total animals ,Temp1,N1,ani_1,Prop1,Mean1,SD1,Temp2,N2,ani_2,Prop2,Mean2,SD2,Temp3,N3,ani_3,Prop3,Mean3,SD3,Temp4,N4,ani_4,Prop4,Mean4,SD4,Temp5,N5,ani_5,Prop5,Mean5,SD5,Temp6,N6,ani_6,Prop6,Mean6,SD6,Temp7,N7,ani_7,Prop7,Mean7,SD7,Temp8,N8,ani_8,Prop8,Mean8,SD8,Temp9,N9,ani_9,Prop9,Mean9,SD9,Comment,ref_temp,ref_mean,ref_sd,ref_ani,ref_N,rearing?
Good,TEMP2153,1864,36,22B,"Wang, T.et al.",2019,"The effects of temperature on the development, fecundity and mortality of Eretmocerus warrae: is Eretmocerus warrae better adapted to high temperatures than Encarsia formosa?",10.1002/ps.5169,Eretmocerus warrae,Aphelinidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2153_2,TEMP2153_B,Survival,survival,Female,25,2,36,37.5,Figure 3,NA,NA,NA,10,100,36,5,50,NA,16,1.37,37.5,5,50,NA,13.2,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,16,1.37,50,5,Y
Good,TEMP2153,1864,36,22B,"Wang, T.et al.",2019,"The effects of temperature on the development, fecundity and mortality of Eretmocerus warrae: is Eretmocerus warrae better adapted to high temperatures than Encarsia formosa?",10.1002/ps.5169,Encarsia formosa,Aphelinidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2153_4,TEMP2153_D,Survival,survival,Female,25,2,36,37.5,Figure 3,NA,NA,NA,10,100,36,5,50,NA,10.6,0.65,37.5,5,50,NA,9.5,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,10.6,0.65,50,5,Y
Good,TEMP2155,1866,36,17B,"Wang, X. G.et al.",1999,"Effects of host stages and temperature on population parameters of Oomyzus sokolowskii, a larval-pupal parasitoid of Plutella xylostella",10.1023/A:1009912420598,Oomyzus sokolowskii,Eulophidae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP2155_1,TEMP2155A,Longevity,Longevity,Female,27.5,3,20,30,Table 4,NA,NA,NA,60,60,20,20,20,NA,28.3,1.79,25,20,20,NA,12.4,0.79,30,20,20,NA,6.6,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12.4,0.79,20,20,Y
Good,TEMP2155,1866,36,17B,"Wang, X. G.et al.",1999,"Effects of host stages and temperature on population parameters of Oomyzus sokolowskii, a larval-pupal parasitoid of Plutella xylostella",10.1023/A:1009912420598,Oomyzus sokolowskii,Eulophidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Adult,No,Constant,No,TEMP2155_2,TEMP2155A,Reproduction,Lifetime Offspring,Female,27.5,3,20,30,Table 4,NA,NA,NA,60,60,20,20,20,NA,20.5,2.9,25,20,20,NA,92.1,8.4,30,20,20,NA,50.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,92.1,8.4,20,20,Y
Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_1,TEMP2159A,Reproduction,Offspring per female,Female,27,5,20,35,Table 2,NA,NA,NA,150,150,20,30,30,NA,174.5,10.8,25,30,30,NA,142.5,8.2,27,30,30,NA,130,16,30,30,30,NA,90.9,18.5,35,30,30,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,130,16,30,30,Y
Good,TEMP2159,1869,36,17B,"Waqas, M. S.et al. (a)",2020,"Effect of Constant and Fluctuating Temperature on the Development, Reproduction, Survival, and Sex Ratio of Phenacoccus solenopsis (Hemiptera: Pseudococcidae)",10.1093/ee/nvaa023,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,TEMP2159_2,TEMP2159A,Longevity,Longevity,Female,27,5,20,35,Table 2,NA,NA,NA,150,150,20,30,30,NA,42.7,1.1,25,30,30,NA,29.2,0.9,27,30,30,NA,27.1,0.8,30,30,30,NA,19.6,0.7,35,30,30,NA,27.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27.1,0.8,30,30,Y
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_2,TEMP2160B,Reproduction,Fecundity per female,Female,30,5,30,46.15,Table 2,NA,NA,NA,150,150,30,30,30,NA,58,13.69,40.63,30,30,NA,58.8,11.5,43.67,30,30,NA,55.3,12.05,44.91,30,30,NA,52.9,10.95,46.15,30,30,NA,57.7,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,58,13.69,30,30,Y
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_3,TEMP2160B,Longevity,Longevity,Female,30,5,30,46.15,Table 2,NA,NA,NA,150,150,30,30,30,NA,16.9,2.19,40.63,30,30,NA,17.4,1.64,43.67,30,30,NA,16.5,2.19,44.91,30,30,NA,16.8,1.64,46.15,30,30,NA,17.6,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,16.9,2.19,30,30,Y
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_4,TEMP2160C,Reproduction,Fecundity per female,Female,30,5,30,46.15,Table 2,NA,NA,NA,150,150,30,30,30,NA,55.8,13.69,40.63,30,30,NA,58.3,11.5,43.67,30,30,NA,61.6,13.15,44.91,30,30,NA,46.7,14.79,46.15,30,30,NA,53.8,13.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,55.8,13.69,30,30,Y
Good,TEMP2160,1870,36,17B,"Waqas, M. S.et al. (b)",2020,Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae),10.1016/j.jtherbio.2020.102679,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Adult,No,Constant,No,TEMP2160_5,TEMP2160C,Longevity,Longevity,Female,30,5,30,46.15,Table 2,NA,NA,NA,150,150,30,30,30,NA,17.4,1.1,40.63,30,30,NA,16.6,1.64,43.67,30,30,NA,17.2,1.64,44.91,30,30,NA,16.6,1.64,46.15,30,30,NA,18,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,17.4,1.1,30,30,Y
Good,TEMP22,6,NA,C,"Ahmed et al, 2016",2016,"Developmental biology and demographic parameters of antestia bug Antestiopsis thunbergii (Hemiptera: Pentatomidae), on Coffea arabica (Rubiaceae) at different constant temperatures",10.1017/S1742758416000072,Antestiopsis thunbergii,Pentatomidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP22_1,TEMP22_A,Reproduction,total fecundity,Female,25,3,20,30,Table 3,NA,NA,NA,111,111,20,30,30,NA,132.75,44.96802197,25,61,61,NA,27.92,44.20601317,30,20,20,NA,4.5,5.903219461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27.92,44.20601317,61,61,Y
Good,TEMP22,6,NA,C,"Ahmed et al, 2016",2016,"Developmental biology and demographic parameters of antestia bug Antestiopsis thunbergii (Hemiptera: Pentatomidae), on Coffea arabica (Rubiaceae) at different constant temperatures",10.1017/S1742758416000072,Antestiopsis thunbergii,Pentatomidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP22_2,TEMP22_A,Longevity,longevity (days),Female,25,3,20,30,Table 3,NA,NA,NA,111,111,20,30,30,NA,93,41.73645888,25,61,61,NA,40.03,32.88115114,30,20,20,NA,31.45,13.41640786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,40.03,32.88115114,61,61,Y
Good,TEMP22,6,NA,C,"Ahmed et al, 2016",2016,"Developmental biology and demographic parameters of antestia bug Antestiopsis thunbergii (Hemiptera: Pentatomidae), on Coffea arabica (Rubiaceae) at different constant temperatures",10.1017/S1742758416000072,Antestiopsis thunbergii,Pentatomidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP22_3,TEMP22_A,Longevity,longevity (days),Male,25,3,20,30,Table 3,NA,NA,NA,111,111,20,30,30,NA,86.5,41.13396407,25,61,61,NA,29.08,32.56874115,30,20,20,NA,28.66,30.36580313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,29.08,32.56874115,61,61,Y
Good,TEMP2212,1911,37,17B,Xia et al,1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton",10.1046/j.1570-7458.1999.00420.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP2212_1,TEMP2213A,Reproduction,Fecundity per female,Female,NA,6,10,35,Table 1,NA,NA,NA,195,195,10,20,20,NA,6.1,7.56,15,23,23,NA,21.4,11.31,20,32,32,NA,24.6,11.31,25,53,53,NA,28.3,18.2,30,44,44,NA,14.6,9.29,35,24,24,NA,4,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,28.3,18.2,53,53,N
Good,TEMP2212,1911,37,17B,Xia et al,1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton",10.1046/j.1570-7458.1999.00420.x,Aphis gossypii,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP2212_2,TEMP2213A,Longevity,Adult lifespan,Female,NA,6,10,35,Table 1,NA,NA,NA,195,195,10,20,20,NA,53.4,0.63,15,23,23,NA,38.4,0.48,20,32,32,NA,24.2,0.68,25,53,53,NA,15.8,0.95,30,44,44,NA,12,1.33,35,24,24,NA,10.2,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15.8,0.95,53,53,N
Good,TEMP2224,1921,37,16A,Yadav & Chang,2012,Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant,10.1007/s13355-012-0114-x,Thrips palmi,Thripidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2224_1,TEMP2224A,Reproduction,Eggs per female/male pair,Both sexes,25,6,16,31,Table 4,NA,NA,NA,354,354,16,39,39,NA,23.38,3.309848939,19,50,50,NA,27.89,5.020458146,22,68,68,NA,42.32,8.163749139,25,78,78,NA,64.18,11.48128913,28,60,60,NA,59.7,5.189797684,31,59,59,NA,49.14,4.531875991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,64.18,11.48128913,78,78,Y
Good,TEMP2224,1921,37,16A,Yadav & Chang,2012,Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant,10.1007/s13355-012-0114-x,Thrips palmi,Thripidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2224_2,TEMP2224A,Longevity,Longevity of adults in days,Female,25,6,16,31,Table 4,NA,NA,NA,354,354,16,39,39,NA,56.67,2.747799119,19,50,50,NA,46.6,2.545584412,22,68,68,NA,38.8,2.96863605,25,78,78,NA,31.77,2.031304999,28,60,60,NA,27.23,2.711088342,31,59,59,NA,18.68,1.766663522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,31.77,2.031304999,78,78,Y
Good,TEMP2236,1930,37,16A,Yao et al,2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)",10.1080/09583157.2010.516818,Serangium japonicum,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2236_1,TEMP2236A,Reproduction,Eggs per female/male pair,Both sexes,NA,6,20,35,Table 4,NA,NA,NA,90,90,20,15,15,NA,387.2,286.988066,23,15,15,NA,515.3,411.3108314,26,15,15,NA,659,383.0380529,29,15,15,NA,458.9,277.6929059,32,15,15,NA,164.4,169.2493722,35,15,15,NA,37.4,48.79959016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,659,383.0380529,15,15,N
Good,TEMP2236,1930,37,16A,Yao et al,2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)",10.1080/09583157.2010.516818,Serangium japonicum,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2236_2,TEMP2236A,Longevity,Longevity of adults in days,Both sexes,NA,6,20,35,Table 4,NA,NA,NA,90,90,20,15,15,NA,117.5,42.60281681,23,15,15,NA,95.5,42.21551847,26,15,15,NA,71,27.49818176,29,15,15,NA,67.5,26.72358509,32,15,15,NA,60.7,26.72358509,35,15,15,NA,34.4,22.46330341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,71,27.49818176,15,15,N
Good,TEMP2237,1931,37,17B,Yashima & Murai,2013,"Development and reproduction of a potential biological control agent, Aphelinus varipes (Hymenoptera: Aphelinidae), at different temperatures",10.1007/s13355-012-0147-1,Aphelinus varipes,Aphelinidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2237_1,TEMP2237A,Reproduction,Fecundity per female,Female,22,2,20,25,Table 3,NA,NA,NA,31,31,20,17,17,NA,218.5,131.53,25,14,14,NA,203.1,14.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,218.5,131.53,17,17,Y
Good,TEMP2237,1931,37,17B,Yashima & Murai,2013,"Development and reproduction of a potential biological control agent, Aphelinus varipes (Hymenoptera: Aphelinidae), at different temperatures",10.1007/s13355-012-0147-1,Aphelinus varipes,Aphelinidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2237_2,TEMP2237A,Longevity,Longevity,Female,22,2,20,25,Table 3,NA,NA,NA,31,31,20,17,17,NA,27,131.12,25,14,14,NA,20.6,10.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27,131.12,17,17,Y
Good,TEMP2241,1935,37,16A,Ydergaard et al,1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici",10.1046/j.1570-7458.1997.00248.x,Hypoaspis miles,Laelapidae,Arachnida,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2241_1,TEMP2241A,Longevity,Longevity of adults in days,Female,20,4,15,30,Table 4,NA,NA,NA,126,126,15,27,27,NA,89.3,29.09845357,20,27,27,NA,64.9,16.62768775,25,34,34,NA,40.4,24.48999796,30,38,38,NA,33.8,12.32882801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chose data where the insect was fed sciarid larvae, rather than mould mites as this seems to be the treatment with the least stress",20,64.9,16.62768775,27,27,Y
Good,TEMP2241,1935,37,16A,Ydergaard et al,1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici",10.1046/j.1570-7458.1997.00248.x,Hypoaspis miles,Laelapidae,Arachnida,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP2241_3,TEMP2241A,Reproduction,Eggs per female/per day,Both sexes,20,4,15,30,Table 4,NA,NA,NA,126,126,15,27,27,NA,0.3,1.039230485,20,27,27,NA,1.1,1.558845727,25,34,34,NA,2.4,3.498571137,30,38,38,NA,1.3,3.698648402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chose data where the insect was fed sciarid larvae, rather than mould mites as this seems to be the treatment with the least stress",20,1.1,1.558845727,27,27,Y
Good,TEMP2243,1936,37,NA,Yeargan et al,1978,FECUNDITY AND LONGEVITY OF BATHYPLECTES-CURCULIONIS (HYMENOPTERA ICHNEUMONIDAE) UNDER CONSTANT AND FLUCTUATING TEMPERATURES,10.1093/ee/7.1.36,Blathyplectes curculionis,Ichneumonidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,Adults,No,both,no,TEMP2243_1,TEMP2243_A,Reproduction,number of eggs,Female,21,2,12.5,21.1,Table 1,NA,NA,NA,20,20,12.5,10,10,NA,343.8,228.9,21.1,10,10,NA,437.6,295.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taken average of fluctuating (6.7-18.3)/2 = 12.5,21.1,437.6,295.04,10,10,Y
Good,TEMP2243,1936,37,NA,Yeargan et al,1978,FECUNDITY AND LONGEVITY OF BATHYPLECTES-CURCULIONIS (HYMENOPTERA ICHNEUMONIDAE) UNDER CONSTANT AND FLUCTUATING TEMPERATURES,10.1093/ee/7.1.36,Blathyplectes curculionis,Ichneumonidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,more than 5 days,Adults,No,both,no,TEMP2243_2,TEMP2243_A,Longevity,longevity,Female,21,2,12.5,21.1,Table 1,NA,NA,NA,20,20,12.5,10,10,NA,13.2,5.4,21.1,10,10,NA,8.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,8.4,4.1,10,10,Y
Good,TEMP2246,1939,37,22B,Yin et al,2016,The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae),10.3389/fphys.2016.00401,Saccharosydne procerus,Delphacidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2246_2,TEMP2246A,Longevity,Longevity in days,Female,26,3,22,30,Figure 4,NA,NA,NA,300,300,22,100,100,NA,10.0509,0.9524,26,100,100,NA,14.3766,16.2214,30,100,100,NA,11.8957,13.8041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanic morph, Sample size listed as if tested in groups, but appears to test individuals",26,14.3766,16.2214,100,100,Y
Good,TEMP2246,1939,37,22B,Yin et al,2016,The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae),10.3389/fphys.2016.00401,Saccharosydne procerus,Delphacidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2246_3,TEMP2246A,Reproduction,Total number of eggs,Both sexes,26,3,22,30,Figure 5,NA,NA,NA,300,300,22,100,100,NA,26.8263,4.1917,26,100,100,NA,83.8323,7.1258,30,100,100,NA,98.503,22.2156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanic morph, Sample size listed as if tested in groups, but appears to test individuals",26,83.8323,7.1258,100,100,Y
Good,TEMP2246,1939,37,22B,Yin et al,2016,The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae),10.3389/fphys.2016.00401,Saccharosydne procerus,Delphacidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2246_5,TEMP2246B,Longevity,Longevity in days,Female,26,3,22,30,Figure 4,NA,NA,NA,300,300,22,100,100,NA,16.199,2.1683,26,100,100,NA,15.4337,1.2755,30,100,100,NA,8.801,0.5102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-melanic morph, Sample size listed as if tested in groups, but appears to test individuals",26,15.4337,1.2755,100,100,Y
Good,TEMP2246,1939,37,22B,Yin et al,2016,The Environmental Plasticity of Diverse Body Color Caused by Extremely Long Photoperiods and High Temperature in Saccharosydne procerus (Homoptera: Delphacidae),10.3389/fphys.2016.00401,Saccharosydne procerus,Delphacidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP2246_6,TEMP2246B,Reproduction,Total number of eggs,Both sexes,26,3,22,30,Figure 5,NA,NA,NA,300,300,22,100,100,NA,71.8919,88.2883,26,100,100,NA,91.6517,15.1351,30,100,100,NA,68.1081,5.8859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-melanic morph, Sample size listed as if tested in groups, but appears to test individuals",26,91.6517,15.1351,100,100,Y
